,,,,,,
,ETF statistics ,,,,Example command:,
,,GOOGLEFINANCE - Google Docs Editors Help,,,,"GOOGLEFINANCE(""NASDAQ:GOOG"", ""price"", DATE(2014,1,1), DATE(2014,12,31), ""DAILY"")

"
,,Date,Price (Closing),,,
,,Date,Close,,"if we're want historical data for all the ETFs on some big list we compile from Morningstar or Google or wherever,  we can use Sheets' functions to ""for-each"" through all of em and put all the data in Sheets properly",
,,12/15/2017 16:00:00,157.65,,,
,,12/18/2017 16:00:00,158.64,,,
,,12/19/2017 16:00:00,157.7,,,
,,12/20/2017 16:00:00,157.53,,,
,,12/21/2017 16:00:00,157.55,,,
,,12/22/2017 16:00:00,157.37,,,
,,12/26/2017 16:00:00,156.52,,,
,,12/27/2017 16:00:00,156.54,,,
,,12/28/2017 16:00:00,156.73,,,
,,12/29/2017 16:00:00,155.76,,,
,,1/2/2018 16:00:00,158.49,,,
,,1/3/2018 16:00:00,160.03,,,
,,1/4/2018 16:00:00,160.31,,,
,,1/5/2018 16:00:00,161.92,,,
,,1/8/2018 16:00:00,162.55,,,
,,1/9/2018 16:00:00,162.56,,,
,,1/10/2018 16:00:00,162.18,,,
,,1/11/2018 16:00:00,163.29,,,
,,1/12/2018 16:00:00,164.49,,,
,,1/16/2018 16:00:00,164.02,,,
,,1/17/2018 16:00:00,165.79,,,
,,1/18/2018 16:00:00,165.82,,,
,,1/19/2018 16:00:00,166.34,,,
,,1/22/2018 16:00:00,168.12,,,
,,1/23/2018 16:00:00,169.51,,,
,,1/24/2018 16:00:00,168.41,,,
,,1/25/2018 16:00:00,168.35,,,
,,1/26/2018 16:00:00,170.93,,,
,,1/29/2018 16:00:00,170.1,,,
,,1/30/2018 16:00:00,168.7,,,
,,1/31/2018 16:00:00,169.4,,,
,,2/1/2018 16:00:00,167.96,,,
,,2/2/2018 16:00:00,164.61,,,
,,2/5/2018 16:00:00,158.12,,,
,,2/6/2018 16:00:00,162.31,,,
,,2/7/2018 16:00:00,160.21,,,
,,2/8/2018 16:00:00,153.45,,,
,,2/9/2018 16:00:00,156.1,,,
,,2/12/2018 16:00:00,158.87,,,
,,2/13/2018 16:00:00,159.69,,,
,,2/14/2018 16:00:00,162.68,,,
,,2/15/2018 16:00:00,165.7,,,
,,2/16/2018 16:00:00,164.96,,,
,,2/20/2018 16:00:00,165.29,,,
,,2/21/2018 16:00:00,164.82,,,
,,2/22/2018 16:00:00,164.8,,,
,,2/23/2018 16:00:00,168.17,,,
,,2/26/2018 16:00:00,170.4,,,
,,2/27/2018 16:00:00,168.29,,,
,,2/28/2018 16:00:00,167.21,,,
,,3/1/2018 16:00:00,164.48,,,
,,3/2/2018 16:00:00,165.99,,,
,,3/5/2018 16:00:00,167.83,,,
,,3/6/2018 16:00:00,168.54,,,
,,3/7/2018 16:00:00,168.93,,,
,,3/8/2018 16:00:00,169.86,,,
,,3/9/2018 16:00:00,173.16,,,
,,3/12/2018 16:00:00,174.08,,,
,,3/13/2018 16:00:00,171.71,,,
,,3/14/2018 16:00:00,171.68,,,
,,3/15/2018 16:00:00,171.53,,,
,,3/16/2018 16:00:00,171.02,,,
,,3/19/2018 16:00:00,167.1,,,
,,3/20/2018 16:00:00,167.65,,,
,,3/21/2018 16:00:00,166.92,,,
,,3/22/2018 16:00:00,162.8,,,
,,3/23/2018 16:00:00,158.51,,,
,,3/26/2018 16:00:00,164.4,,,
,,3/27/2018 16:00:00,159.08,,,
,,3/28/2018 16:00:00,157.25,,,
,,3/29/2018 16:00:00,160.13,,,
,,4/2/2018 16:00:00,155.51,,,
,,4/3/2018 16:00:00,157.26,,,
,,4/4/2018 16:00:00,159.74,,,
,,4/5/2018 16:00:00,160.65,,,
,,4/6/2018 16:00:00,156.63,,,
,,4/9/2018 16:00:00,157.73,,,
,,4/10/2018 16:00:00,161.21,,,
,,4/11/2018 16:00:00,160.28,,,
,,4/12/2018 16:00:00,162.21,,,
,,4/13/2018 16:00:00,161.37,,,
,,4/16/2018 16:00:00,162.6,,,
,,4/17/2018 16:00:00,166.1,,,
,,4/18/2018 16:00:00,166.44,,,
,,4/19/2018 16:00:00,164.91,,,
,,4/20/2018 16:00:00,162.3,,,
,,4/23/2018 16:00:00,161.89,,,
,,4/24/2018 16:00:00,158.46,,,
,,4/25/2018 16:00:00,158.65,,,
,,4/26/2018 16:00:00,161.99,,,
,,4/27/2018 16:00:00,162.09,,,
,,4/30/2018 16:00:00,160.94,,,
,,5/1/2018 16:00:00,162.78,,,
,,5/2/2018 16:00:00,161.82,,,
,,5/3/2018 16:00:00,161.8,,,
,,5/4/2018 16:00:00,164.87,,,
,,5/7/2018 16:00:00,166.24,,,
,,5/8/2018 16:00:00,166.07,,,
,,5/9/2018 16:00:00,167.88,,,
,,5/10/2018 16:00:00,169.62,,,
,,5/11/2018 16:00:00,169.46,,,
,,5/14/2018 16:00:00,169.75,,,
,,5/15/2018 16:00:00,167.87,,,
,,5/16/2018 16:00:00,168.98,,,
,,5/17/2018 16:00:00,168.33,,,
,,5/18/2018 16:00:00,167.46,,,
,,5/21/2018 16:00:00,168.4,,,
,,5/22/2018 16:00:00,168.18,,,
,,5/23/2018 16:00:00,169.6,,,
,,5/24/2018 16:00:00,169.55,,,
,,5/25/2018 16:00:00,169.72,,,
,,5/29/2018 16:00:00,168.97,,,
,,5/30/2018 16:00:00,170.18,,,
,,5/31/2018 16:00:00,170.07,,,
,,6/1/2018 16:00:00,172.74,,,
,,6/4/2018 16:00:00,174.3,,,
,,6/5/2018 16:00:00,174.84,,,
,,6/6/2018 16:00:00,175.86,,,
,,6/7/2018 16:00:00,174.43,,,
,,6/8/2018 16:00:00,174.44,,,
,,6/11/2018 16:00:00,174.91,,,
,,6/12/2018 16:00:00,175.83,,,
,,6/13/2018 16:00:00,175.82,,,
,,6/14/2018 16:00:00,177.6,,,
,,6/15/2018 16:00:00,176.98,,,
,,6/18/2018 16:00:00,176.5,,,
,,6/19/2018 16:00:00,176,,,
,,6/20/2018 16:00:00,177.25,,,
,,6/21/2018 16:00:00,175.71,,,
,,6/22/2018 16:00:00,175.32,,,
,,6/25/2018 16:00:00,171.37,,,
,,6/26/2018 16:00:00,172.07,,,
,,6/27/2018 16:00:00,169.73,,,
,,6/28/2018 16:00:00,171.19,,,
,,6/29/2018 16:00:00,171.65,,,
,,7/2/2018 16:00:00,172.8,,,
,,7/3/2018 13:00:00,170.8,,,
,,7/5/2018 16:00:00,172.92,,,
,,7/6/2018 16:00:00,175.61,,,
,,7/9/2018 16:00:00,177.19,,,
,,7/10/2018 16:00:00,177.32,,,
,,7/11/2018 16:00:00,176.42,,,
,,7/12/2018 16:00:00,179.46,,,
,,7/13/2018 16:00:00,179.61,,,
,,7/16/2018 16:00:00,179.18,,,
,,7/17/2018 16:00:00,180.27,,,
,,7/18/2018 16:00:00,179.93,,,
,,7/19/2018 16:00:00,179.03,,,
,,7/20/2018 16:00:00,178.99,,,
,,7/23/2018 16:00:00,179.56,,,
,,7/24/2018 16:00:00,180.3,,,
,,7/25/2018 16:00:00,182.82,,,
,,7/26/2018 16:00:00,180.05,,,
,,7/27/2018 16:00:00,177.62,,,
,,7/30/2018 16:00:00,175.11,,,
,,7/31/2018 16:00:00,176.45,,,
,,8/1/2018 16:00:00,177.12,,,
,,8/2/2018 16:00:00,179.53,,,
,,8/3/2018 16:00:00,180.08,,,
,,8/6/2018 16:00:00,181.14,,,
,,8/7/2018 16:00:00,181.8,,,
,,8/8/2018 16:00:00,182.02,,,
,,8/9/2018 16:00:00,181.91,,,
,,8/10/2018 16:00:00,180.52,,,
,,8/13/2018 16:00:00,180.32,,,
,,8/14/2018 16:00:00,181.45,,,
,,8/15/2018 16:00:00,179.23,,,
,,8/16/2018 16:00:00,179.82,,,
,,8/17/2018 16:00:00,179.86,,,
,,8/20/2018 16:00:00,179.7,,,
,,8/21/2018 16:00:00,180.36,,,
,,8/22/2018 16:00:00,181.06,,,
,,8/23/2018 16:00:00,180.8,,,
,,8/24/2018 16:00:00,182.48,,,
,,8/27/2018 16:00:00,184.34,,,
,,8/28/2018 16:00:00,184.61,,,
,,8/29/2018 16:00:00,186.74,,,
,,8/30/2018 16:00:00,186.41,,,
,,8/31/2018 16:00:00,186.65,,,
,,9/4/2018 16:00:00,185.85,,,
,,9/5/2018 16:00:00,183.45,,,
,,9/6/2018 16:00:00,181.81,,,
,,9/7/2018 16:00:00,181.11,,,
,,9/10/2018 16:00:00,181.72,,,
,,9/11/2018 16:00:00,183.12,,,
,,9/12/2018 16:00:00,182.58,,,
,,9/13/2018 16:00:00,184.53,,,
,,9/14/2018 16:00:00,183.99,,,
,,9/17/2018 16:00:00,181.34,,,
,,9/18/2018 16:00:00,182.84,,,
,,9/19/2018 16:00:00,182.7,,,
,,9/20/2018 16:00:00,184.72,,,
,,9/21/2018 16:00:00,183.71,,,
,,9/24/2018 16:00:00,183.89,,,
,,9/25/2018 16:00:00,184.14,,,
,,9/26/2018 16:00:00,184.27,,,
,,9/27/2018 16:00:00,185.83,,,
,,9/28/2018 16:00:00,185.79,,,
,,10/1/2018 16:00:00,186.17,,,
,,10/2/2018 16:00:00,185.75,,,
,,10/3/2018 16:00:00,185.95,,,
,,10/4/2018 16:00:00,182.38,,,
,,10/5/2018 16:00:00,180.15,,,
,,10/8/2018 16:00:00,179.05,,,
,,10/9/2018 16:00:00,179.63,,,
,,10/10/2018 16:00:00,171.73,,,
,,10/11/2018 16:00:00,169.6,,,
,,10/12/2018 16:00:00,174.32,,,
,,10/15/2018 16:00:00,172.21,,,
,,10/16/2018 16:00:00,177.22,,,
,,10/17/2018 16:00:00,177.29,,,
,,10/18/2018 16:00:00,173.18,,,
,,10/19/2018 16:00:00,173.02,,,
,,10/22/2018 16:00:00,173.91,,,
,,10/23/2018 16:00:00,173.27,,,
,,10/24/2018 16:00:00,165.34,,,
,,10/25/2018 16:00:00,171.06,,,
,,10/26/2018 16:00:00,166.66,,,
,,10/29/2018 16:00:00,163.23,,,
,,10/30/2018 16:00:00,165.92,,,
,,10/31/2018 16:00:00,169.82,,,
,,11/1/2018 16:00:00,172.06,,,
,,11/2/2018 16:00:00,169.38,,,
,,11/5/2018 16:00:00,168.96,,,
,,11/6/2018 16:00:00,170.24,,,
,,11/7/2018 16:00:00,175.58,,,
,,11/8/2018 16:00:00,174.46,,,
,,11/9/2018 16:00:00,171.52,,,
,,11/12/2018 16:00:00,166.33,,,
,,11/13/2018 16:00:00,166.47,,,
,,11/14/2018 16:00:00,165.2,,,
,,11/15/2018 16:00:00,168.09,,,
,,11/16/2018 16:00:00,167.5,,,
,,11/19/2018 16:00:00,162.06,,,
,,11/20/2018 16:00:00,159.16,,,
,,11/21/2018 16:00:00,160.37,,,
,,11/23/2018 13:00:00,159.21,,,
,,11/26/2018 16:00:00,162.89,,,
,,11/27/2018 16:00:00,163.44,,,
,,11/28/2018 16:00:00,168.7,,,
,,11/29/2018 16:00:00,168.15,,,
,,11/30/2018 16:00:00,169.37,,,
,,12/3/2018 16:00:00,172.33,,,
,,12/4/2018 16:00:00,165.72,,,
,,12/6/2018 16:00:00,166.89,,,
,,12/7/2018 16:00:00,161.38,,,
,,12/10/2018 16:00:00,163.07,,,
,,12/11/2018 16:00:00,163.61,,,
,,12/12/2018 16:00:00,165.05,,,
,,12/13/2018 16:00:00,165.1,,,
,,12/14/2018 16:00:00,161.08,,,
,,12/17/2018 16:00:00,157.43,,,
,,12/18/2018 16:00:00,158.42,,,
,,12/19/2018 16:00:00,154.53,,,
,,12/20/2018 16:00:00,152.29,,,
,,12/21/2018 16:00:00,147.57,,,
,,12/24/2018 13:00:00,143.5,,,
,,12/26/2018 16:00:00,152.46,,,
,,12/27/2018 16:00:00,153.05,,,
,,12/28/2018 16:00:00,152.97,,,
,,12/31/2018 16:00:00,154.26,,,
,,1/2/2019 16:00:00,154.88,,,
,,1/3/2019 16:00:00,149.82,,,
,,1/4/2019 16:00:00,156.23,,,
,,1/7/2019 16:00:00,158.09,,,
,,1/8/2019 16:00:00,159.52,,,
,,1/9/2019 16:00:00,160.82,,,
,,1/10/2019 16:00:00,161.28,,,
,,1/11/2019 16:00:00,160.69,,,
,,1/14/2019 16:00:00,159.27,,,
,,1/15/2019 16:00:00,162.38,,,
,,1/16/2019 16:00:00,162.35,,,
,,1/17/2019 16:00:00,163.63,,,
,,1/18/2019 16:00:00,165.25,,,
,,1/22/2019 16:00:00,161.94,,,
,,1/23/2019 16:00:00,162.15,,,
,,1/24/2019 16:00:00,163.2,,,
,,1/25/2019 16:00:00,165.15,,,
,,1/28/2019 16:00:00,163.11,,,
,,1/29/2019 16:00:00,161.57,,,
,,1/30/2019 16:00:00,165.68,,,
,,1/31/2019 16:00:00,168.16,,,
,,2/1/2019 16:00:00,167.45,,,
,,2/4/2019 16:00:00,169.53,,,
,,2/5/2019 16:00:00,171.03,,,
,,2/6/2019 16:00:00,170.52,,,
,,2/7/2019 16:00:00,168.23,,,
,,2/8/2019 16:00:00,168.56,,,
,,2/11/2019 16:00:00,168.4,,,
,,2/12/2019 16:00:00,170.89,,,
,,2/13/2019 16:00:00,171.01,,,
,,2/14/2019 16:00:00,171.22,,,
,,2/15/2019 16:00:00,171.94,,,
,,2/19/2019 16:00:00,172.28,,,
,,2/20/2019 16:00:00,172.25,,,
,,2/21/2019 16:00:00,171.62,,,
,,2/22/2019 16:00:00,172.89,,,
,,2/25/2019 16:00:00,173.52,,,
,,2/26/2019 16:00:00,173.7,,,
,,2/27/2019 16:00:00,173.59,,,
,,2/28/2019 16:00:00,173.19,,,
,,3/1/2019 16:00:00,174.39,,,
,,3/4/2019 16:00:00,174.42,,,
,,3/5/2019 16:00:00,174.55,,,
,,3/6/2019 16:00:00,173.56,,,
,,3/7/2019 16:00:00,171.43,,,
,,3/8/2019 16:00:00,171.17,,,
,,3/11/2019 16:00:00,174.73,,,
,,3/12/2019 16:00:00,175.69,,,
,,3/13/2019 16:00:00,177.01,,,
,,3/14/2019 16:00:00,176.71,,,
,,3/15/2019 16:00:00,178.35,,,
,,3/18/2019 16:00:00,178.45,,,
,,3/19/2019 16:00:00,179.05,,,
,,3/20/2019 16:00:00,179.76,,,
,,3/21/2019 16:00:00,182.57,,,
,,3/22/2019 16:00:00,178.56,,,
,,3/25/2019 16:00:00,178.22,,,
,,3/26/2019 16:00:00,179.05,,,
,,3/27/2019 16:00:00,177.9,,,
,,3/28/2019 16:00:00,178.31,,,
,,3/29/2019 16:00:00,179.66,,,
,,4/1/2019 16:00:00,182.04,,,
,,4/2/2019 16:00:00,182.73,,,
,,4/3/2019 16:00:00,183.78,,,
,,4/4/2019 16:00:00,183.71,,,
,,4/5/2019 16:00:00,184.66,,,
,,4/8/2019 16:00:00,185.13,,,
,,4/9/2019 16:00:00,184.48,,,
,,4/10/2019 16:00:00,185.47,,,
,,4/11/2019 16:00:00,185.03,,,
,,4/12/2019 16:00:00,185.83,,,
,,4/15/2019 16:00:00,185.86,,,
,,4/16/2019 16:00:00,186.5,,,
,,4/17/2019 16:00:00,187.15,,,
,,4/18/2019 16:00:00,187.39,,,
,,4/22/2019 16:00:00,187.92,,,
,,4/23/2019 16:00:00,190.31,,,
,,4/24/2019 16:00:00,189.71,,,
,,4/25/2019 16:00:00,190.48,,,
,,4/26/2019 16:00:00,190.65,,,
,,4/29/2019 16:00:00,191.02,,,
,,4/30/2019 16:00:00,189.54,,,
,,5/1/2019 16:00:00,188.93,,,
,,5/2/2019 16:00:00,188.11,,,
,,5/3/2019 16:00:00,191.11,,,
,,5/6/2019 16:00:00,189.94,,,
,,5/7/2019 16:00:00,186.24,,,
,,5/8/2019 16:00:00,185.77,,,
,,5/9/2019 16:00:00,184.77,,,
,,5/10/2019 16:00:00,185,,,
,,5/13/2019 16:00:00,178.58,,,
,,5/14/2019 16:00:00,180.54,,,
,,5/15/2019 16:00:00,183.09,,,
,,5/16/2019 16:00:00,184.93,,,
,,5/17/2019 16:00:00,183.04,,,
,,5/20/2019 16:00:00,179.95,,,
,,5/21/2019 16:00:00,181.83,,,
,,5/22/2019 16:00:00,181.02,,,
,,5/23/2019 16:00:00,178.25,,,
,,5/24/2019 16:00:00,178.16,,,
,,5/28/2019 16:00:00,177.49,,,
,,5/29/2019 16:00:00,176.03,,,
,,5/30/2019 16:00:00,176.77,,,
,,5/31/2019 16:00:00,173.95,,,
,,6/3/2019 16:00:00,170.12,,,
,,6/4/2019 16:00:00,174.91,,,
,,6/5/2019 16:00:00,176.21,,,
,,6/6/2019 16:00:00,177.61,,,
,,6/7/2019 16:00:00,181.04,,,
,,6/10/2019 16:00:00,183.15,,,
,,6/11/2019 16:00:00,183.4,,,
,,6/12/2019 16:00:00,182.34,,,
,,6/13/2019 16:00:00,183.42,,,
,,6/14/2019 16:00:00,182.64,,,
,,6/17/2019 16:00:00,183.74,,,
,,6/18/2019 16:00:00,186.41,,,
,,6/19/2019 16:00:00,187.11,,,
,,6/20/2019 16:00:00,188.85,,,
,,6/21/2019 16:00:00,188.57,,,
,,6/24/2019 16:00:00,188.16,,,
,,6/25/2019 16:00:00,184.93,,,
,,6/26/2019 16:00:00,185.79,,,
,,6/27/2019 16:00:00,186.5,,,
,,6/28/2019 16:00:00,186.74,,,
,,7/1/2019 16:00:00,189.26,,,
,,7/2/2019 16:00:00,190.01,,,
,,7/3/2019 13:00:00,191.44,,,
,,7/5/2019 16:00:00,191.05,,,
,,7/8/2019 16:00:00,189.71,,,
,,7/9/2019 16:00:00,190.66,,,
,,7/10/2019 16:00:00,192.56,,,
,,7/11/2019 16:00:00,192.42,,,
,,7/12/2019 16:00:00,193.53,,,
,,7/15/2019 16:00:00,194.15,,,
,,7/16/2019 16:00:00,193.15,,,
,,7/17/2019 16:00:00,192.2,,,
,,7/18/2019 16:00:00,192.42,,,
,,7/19/2019 16:00:00,191.01,,,
,,7/22/2019 16:00:00,192.53,,,
,,7/23/2019 16:00:00,193.79,,,
,,7/24/2019 16:00:00,195.15,,,
,,7/25/2019 16:00:00,193.3,,,
,,7/26/2019 16:00:00,195.29,,,
,,7/29/2019 16:00:00,194.62,,,
,,7/30/2019 16:00:00,193.78,,,
,,7/31/2019 16:00:00,191.1,,,
,,8/1/2019 16:00:00,190.15,,,
,,8/2/2019 16:00:00,187.35,,,
,,8/5/2019 16:00:00,180.73,,,
,,8/6/2019 16:00:00,183.26,,,
,,8/7/2019 16:00:00,184.25,,,
,,8/8/2019 16:00:00,188.26,,,
,,8/9/2019 16:00:00,186.49,,,
,,8/12/2019 16:00:00,184.35,,,
,,8/13/2019 16:00:00,188.39,,,
,,8/14/2019 16:00:00,182.76,,,
,,8/15/2019 16:00:00,182.55,,,
,,8/16/2019 16:00:00,185.48,,,
,,8/19/2019 16:00:00,188.43,,,
,,8/20/2019 16:00:00,186.97,,,
,,8/21/2019 16:00:00,188.63,,,
,,8/22/2019 16:00:00,188.02,,,
,,8/23/2019 16:00:00,182.07,,,
,,8/26/2019 16:00:00,184.82,,,
,,8/27/2019 16:00:00,184.43,,,
,,8/28/2019 16:00:00,185.09,,,
,,8/29/2019 16:00:00,187.92,,,
,,8/30/2019 16:00:00,187.47,,,
,,9/3/2019 16:00:00,185.65,,,
,,9/4/2019 16:00:00,188.33,,,
,,9/5/2019 16:00:00,191.78,,,
,,9/6/2019 16:00:00,191.59,,,
,,9/9/2019 16:00:00,191.19,,,
,,9/10/2019 16:00:00,190.64,,,
,,9/11/2019 16:00:00,192.43,,,
,,9/12/2019 16:00:00,193.23,,,
,,9/13/2019 16:00:00,192.54,,,
,,9/16/2019 16:00:00,191.68,,,
,,9/17/2019 16:00:00,192.6,,,
,,9/18/2019 16:00:00,192.52,,,
,,9/19/2019 16:00:00,192.84,,,
,,9/20/2019 16:00:00,190.8,,,
,,9/23/2019 16:00:00,190.5,,,
,,9/24/2019 16:00:00,187.97,,,
,,9/25/2019 16:00:00,190.08,,,
,,9/26/2019 16:00:00,189.38,,,
,,9/27/2019 16:00:00,187.03,,,
,,9/30/2019 16:00:00,188.81,,,
,,10/1/2019 16:00:00,187.27,,,
,,10/2/2019 16:00:00,184.05,,,
,,10/3/2019 16:00:00,186.07,,,
,,10/4/2019 16:00:00,188.81,,,
,,10/7/2019 16:00:00,188.24,,,
,,10/8/2019 16:00:00,185.42,,,
,,10/9/2019 16:00:00,187.23,,,
,,10/10/2019 16:00:00,188.68,,,
,,10/11/2019 16:00:00,191.11,,,
,,10/14/2019 16:00:00,191.09,,,
,,10/15/2019 16:00:00,193.52,,,
,,10/16/2019 16:00:00,193.04,,,
,,10/17/2019 16:00:00,193.55,,,
,,10/18/2019 16:00:00,191.69,,,
,,10/21/2019 16:00:00,193.39,,,
,,10/22/2019 16:00:00,191.85,,,
,,10/23/2019 16:00:00,192.22,,,
,,10/24/2019 16:00:00,194.09,,,
,,10/25/2019 16:00:00,195.64,,,
,,10/28/2019 16:00:00,197.57,,,
,,10/29/2019 16:00:00,196.04,,,
,,10/30/2019 16:00:00,196.99,,,
,,10/31/2019 16:00:00,197.08,,,
,,11/1/2019 16:00:00,198.87,,,
,,11/4/2019 16:00:00,200.1,,,
,,11/5/2019 16:00:00,200.21,,,
,,11/6/2019 16:00:00,199.76,,,
,,11/7/2019 16:00:00,200.43,,,
,,11/8/2019 16:00:00,201.23,,,
,,11/11/2019 16:00:00,200.96,,,
,,11/12/2019 16:00:00,201.54,,,
,,11/13/2019 16:00:00,201.59,,,
,,11/14/2019 16:00:00,201.43,,,
,,11/15/2019 16:00:00,202.91,,,
,,11/18/2019 16:00:00,203.07,,,
,,11/19/2019 16:00:00,203.37,,,
,,11/20/2019 16:00:00,202.15,,,
,,11/21/2019 16:00:00,201.7,,,
,,11/22/2019 16:00:00,201.83,,,
,,11/25/2019 16:00:00,204.22,,,
,,11/26/2019 16:00:00,204.61,,,
,,11/27/2019 16:00:00,206.04,,,
,,11/29/2019 13:00:00,205.1,,,
,,12/2/2019 16:00:00,203,,,
,,12/3/2019 16:00:00,201.41,,,
,,12/4/2019 16:00:00,202.43,,,
,,12/5/2019 16:00:00,202.83,,,
,,12/6/2019 16:00:00,205,,,
,,12/9/2019 16:00:00,204.07,,,
,,12/10/2019 16:00:00,203.9,,,
,,12/11/2019 16:00:00,204.98,,,
,,12/12/2019 16:00:00,206.51,,,
,,12/13/2019 16:00:00,207.19,,,
,,12/16/2019 16:00:00,209.27,,,
,,12/17/2019 16:00:00,209.39,,,
,,12/18/2019 16:00:00,209.55,,,
,,12/19/2019 16:00:00,210.86,,,
,,12/20/2019 16:00:00,211.71,,,
,,12/23/2019 16:00:00,211.81,,,
,,12/24/2019 13:00:00,211.92,,,
,,12/26/2019 16:00:00,213.79,,,
,,12/27/2019 16:00:00,213.61,,,
,,12/30/2019 16:00:00,212.21,,,
,,12/31/2019 16:00:00,212.61,,,
,,1/2/2020 16:00:00,216.16,,,
,,1/3/2020 16:00:00,214.18,,,
,,1/6/2020 16:00:00,215.56,,,
,,1/7/2020 16:00:00,215.53,,,
,,1/8/2020 16:00:00,217.15,,,
,,1/9/2020 16:00:00,218.99,,,
,,1/10/2020 16:00:00,218.43,,,
,,1/13/2020 16:00:00,220.95,,,
,,1/14/2020 16:00:00,220.08,,,
,,1/15/2020 16:00:00,220.17,,,
,,1/16/2020 16:00:00,222.28,,,
,,1/17/2020 16:00:00,223.38,,,
,,1/21/2020 16:00:00,223.28,,,
,,1/22/2020 16:00:00,223.87,,,
,,1/23/2020 16:00:00,224.59,,,
,,1/24/2020 16:00:00,222.7,,,
,,1/27/2020 16:00:00,218.1,,,
,,1/28/2020 16:00:00,221.45,,,
,,1/29/2020 16:00:00,221.81,,,
,,1/30/2020 16:00:00,222.6,,,
,,1/31/2020 16:00:00,219.07,,,
,,2/3/2020 16:00:00,222.38,,,
,,2/4/2020 16:00:00,227.47,,,
,,2/5/2020 16:00:00,228.22,,,
,,2/6/2020 16:00:00,230.19,,,
,,2/7/2020 16:00:00,229.2,,,
,,2/10/2020 16:00:00,231.97,,,
,,2/11/2020 16:00:00,232.01,,,
,,2/12/2020 16:00:00,234.27,,,
,,2/13/2020 16:00:00,233.97,,,
,,2/14/2020 16:00:00,234.64,,,
,,2/18/2020 16:00:00,234.73,,,
,,2/19/2020 16:00:00,236.98,,,
,,2/20/2020 16:00:00,234.78,,,
,,2/21/2020 16:00:00,230.27,,,
,,2/24/2020 16:00:00,221.39,,,
,,2/25/2020 16:00:00,215.37,,,
,,2/26/2020 16:00:00,216.48,,,
,,2/27/2020 16:00:00,205.64,,,
,,2/28/2020 16:00:00,205.8,,,
,,3/2/2020 16:00:00,216.42,,,
,,3/3/2020 16:00:00,209.48,,,
,,3/4/2020 16:00:00,218.22,,,
,,3/5/2020 16:00:00,211.59,,,
,,3/6/2020 16:00:00,208.02,,,
,,3/9/2020 16:00:00,193.57,,,
,,3/10/2020 16:00:00,204.11,,,
,,3/11/2020 16:00:00,195.22,,,
,,3/12/2020 16:00:00,177.32,,,
,,3/13/2020 16:00:00,192.34,,,
,,3/16/2020 16:00:00,169.3,,,
,,3/17/2020 16:00:00,182.14,,,
,,3/18/2020 16:00:00,176.6,,,
,,3/19/2020 16:00:00,177.66,,,
,,3/20/2020 16:00:00,170.7,,,
,,3/23/2020 16:00:00,170.46,,,
,,3/24/2020 16:00:00,183.66,,,
,,3/25/2020 16:00:00,182.3,,,
,,3/26/2020 16:00:00,191.9,,,
,,3/27/2020 16:00:00,185.3,,,
,,3/30/2020 16:00:00,192.04,,,
,,3/31/2020 16:00:00,190.4,,,
,,4/1/2020 16:00:00,182.31,,,
,,4/2/2020 16:00:00,186.01,,,
,,4/3/2020 16:00:00,183.37,,,
,,4/6/2020 16:00:00,196.48,,,
,,4/7/2020 16:00:00,196.4,,,
,,4/8/2020 16:00:00,200.57,,,
,,4/9/2020 16:00:00,200.86,,,
,,4/13/2020 16:00:00,203.03,,,
,,4/14/2020 16:00:00,211.86,,,
,,4/15/2020 16:00:00,209.43,,,
,,4/16/2020 16:00:00,213.25,,,
,,4/17/2020 16:00:00,215.29,,,
,,4/20/2020 16:00:00,212.74,,,
,,4/21/2020 16:00:00,204.89,,,
,,4/22/2020 16:00:00,210.97,,,
,,4/23/2020 16:00:00,210.52,,,
,,4/24/2020 16:00:00,213.84,,,
,,4/27/2020 16:00:00,215.56,,,
,,4/28/2020 16:00:00,211.5,,,
,,4/29/2020 16:00:00,219,,,
,,4/30/2020 16:00:00,218.91,,,
,,5/1/2020 16:00:00,212.74,,,
,,5/4/2020 16:00:00,215.22,,,
,,5/5/2020 16:00:00,217.66,,,
,,5/6/2020 16:00:00,219,,,
,,5/7/2020 16:00:00,221.82,,,
,,5/8/2020 16:00:00,224.86,,,
,,5/11/2020 16:00:00,226.87,,,
,,5/12/2020 16:00:00,222.12,,,
,,5/13/2020 16:00:00,219.34,,,
,,5/14/2020 16:00:00,221.83,,,
,,5/15/2020 16:00:00,223.27,,,
,,5/18/2020 16:00:00,227.43,,,
,,5/19/2020 16:00:00,226.86,,,
,,5/20/2020 16:00:00,231.39,,,
,,5/21/2020 16:00:00,228.87,,,
,,5/22/2020 16:00:00,229.66,,,
,,5/26/2020 16:00:00,229.04,,,
,,5/27/2020 16:00:00,230.29,,,
,,5/28/2020 16:00:00,229.99,,,
,,5/29/2020 16:00:00,233.36,,,
,,6/1/2020 16:00:00,234.06,,,
,,6/2/2020 16:00:00,235.63,,,
,,6/3/2020 16:00:00,236.69,,,
,,6/4/2020 16:00:00,235.03,,,
,,6/5/2020 16:00:00,239.69,,,
,,6/8/2020 16:00:00,241.55,,,
,,6/9/2020 16:00:00,243.3,,,
,,6/10/2020 16:00:00,246.22,,,
,,6/11/2020 16:00:00,234.02,,,
,,6/12/2020 16:00:00,235.88,,,
,,6/15/2020 16:00:00,238.75,,,
